OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartTime.TimeZoneCode_offset,ActivityStartDateTime,ActivityEndTime.TimeZoneCode_offset,ActivityEndDateTime
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101003,Sample-Routine,Water,Surface Water,2021-03-24,07:40:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,59.8,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2021-04-13,NA,NA,NA,NA,2021-04-13,NWIS,5,2021-03-24T12:40:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104678,Sample-Routine,Water,Surface Water,2021-03-24,09:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.237,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T14:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104137,Sample-Routine,Water,Surface Water,2021-03-24,09:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.12,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,KJ020,USGS,"P, wu, WCA, Kjeldahl, DA",NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T14:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104073,Sample-Routine,Water,Surface Water,2021-03-24,09:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.09,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T14:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104073,Sample-Routine,Water,Surface Water,2021-03-24,09:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.047,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T14:55:00Z,NA,NA
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-269863777,Sample-Routine,Water,NA,2021-03-24,11:00:00,CDT,2021-03-24,11:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,LM Phosphorus Load,WIDNR_WQX,WIDNR_WQX-053222,NA,NA,NA,NA,GRAB SAMPLE,WIDNR_WQX,WATER GRAB SAMPLE,Miscellaneous (Other),NA,Phosphorus,Total,0.0554,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823/,113133790,2021-03-26,NA,NA,NA,NA,NA,STORET,5,2021-03-24T16:00:00Z,5,2021-03-24T16:00:00Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104679,Sample-Routine,Water,Surface Water,2021-03-24,12:10:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.215,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T17:10:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104138,Sample-Routine,Water,Surface Water,2021-03-24,13:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.051,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T18:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104138,Sample-Routine,Water,Surface Water,2021-03-24,13:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.11,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,KJ020,USGS,"P, wu, WCA, Kjeldahl, DA",NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T18:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104680,Sample-Routine,Water,Surface Water,2021-03-24,15:05:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.367,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T20:05:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104190,Sample-Routine,Water,Surface Water,2021-03-24,15:40:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.05,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T20:40:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104190,Sample-Routine,Water,Surface Water,2021-03-24,15:40:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.029,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-24T20:40:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104951,Sample-Routine,Water,Surface Water,2021-03-24,15:37:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.513,mg/l as P,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2021-03-24T21:37:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104681,Sample-Routine,Water,Surface Water,2021-03-24,19:05:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.505,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T00:05:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104681,Sample-Routine,Water,Surface Water,2021-03-24,19:05:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.127,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T00:05:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104139,Sample-Routine,Water,Surface Water,2021-03-24,19:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.13,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,KJ020,USGS,"P, wu, WCA, Kjeldahl, DA",NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T00:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101004,Sample-Routine,Water,Surface Water,2021-03-24,20:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.141,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2021-04-22,NA,NA,NA,NA,2021-04-20,NWIS,5,2021-03-25T01:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101004,Sample-Routine,Water,Surface Water,2021-03-24,20:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,81.5,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2021-04-13,NA,NA,NA,NA,2021-04-13,NWIS,5,2021-03-25T01:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104682,Sample-Routine,Water,Surface Water,2021-03-24,23:05:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.463,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T04:05:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104074,Sample-Routine,Water,Surface Water,2021-03-24,23:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.065,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T04:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104074,Sample-Routine,Water,Surface Water,2021-03-24,23:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.11,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T04:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101005,Sample-Routine,Water,Surface Water,2021-03-25,03:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,75.6,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2021-04-13,NA,NA,NA,NA,2021-04-13,NWIS,5,2021-03-25T08:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101005,Sample-Routine,Water,Surface Water,2021-03-25,03:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.192,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2021-04-22,NA,NA,NA,NA,2021-04-20,NWIS,5,2021-03-25T08:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104075,Sample-Routine,Water,Surface Water,2021-03-25,06:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.13,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T11:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104075,Sample-Routine,Water,Surface Water,2021-03-25,06:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.074,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T11:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101006,Sample-Routine,Water,Surface Water,2021-03-25,10:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.202,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2021-04-22,NA,NA,NA,NA,2021-04-20,NWIS,5,2021-03-25T15:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101006,Sample-Routine,Water,Surface Water,2021-03-25,10:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,75.1,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2021-04-13,NA,NA,NA,NA,2021-04-13,NWIS,5,2021-03-25T15:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104683,Sample-Routine,Water,Surface Water,2021-03-25,14:05:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.286,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T19:05:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104191,Sample-Routine,Water,Surface Water,2021-03-25,15:40:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.15,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T20:40:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104191,Sample-Routine,Water,Surface Water,2021-03-25,15:40:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.136,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-25T20:40:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104140,Sample-Routine,Water,Surface Water,2021-03-25,23:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Phosphorus,Total,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,KJ020,USGS,"P, wu, WCA, Kjeldahl, DA",NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,Historical Lower Reporting Limit,0.07,mg/l as P,NA,NWIS,5,2021-03-26T04:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104952,Sample-Routine,Water,Surface Water,2021-03-26,05:37:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.167,mg/l as P,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2021-03-26T11:37:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101007,Sample-Routine,Water,Surface Water,2021-03-26,07:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.182,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2021-04-22,NA,NA,NA,NA,2021-04-20,NWIS,5,2021-03-26T12:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02101007,Sample-Routine,Water,Surface Water,2021-03-26,07:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,70.1,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2021-04-13,NA,NA,NA,NA,2021-04-13,NWIS,5,2021-03-26T12:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104076,Sample-Routine,Water,Surface Water,2021-03-26,10:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.13,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-26T15:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104076,Sample-Routine,Water,Surface Water,2021-03-26,10:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.098,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2021-03-26T15:55:00Z,NA,NA
